Longitude;Latitude
5.718975768251461 ; 45.17089829839775
5.709504921306008 ; 45.168513060006546
5.72558067538106 ; 45.16789668191584
5.734933802995935 ; 45.171574629931406
5.741071187344329 ; 45.18909342910335
5.7362236824995625 ; 45.1668093541071
5.703585263221331 ; 45.16484456568734
5.730363544968902 ; 45.161621901893994
5.730987448571373 ; 45.16303417761451
5.732545309843978 ; 45.19587283014911
5.7036192145535045 ; 45.165374432614094
5.739595947735025 ; 45.1606196272497
5.734967021966326 ; 45.177192635111204
5.713254203562235 ; 45.187176738452
5.72192550429582 ; 45.19032123926209
5.738982738187791 ; 45.191741172331824
5.718365445837809 ; 45.17572594101661
5.732794413078489 ; 45.169702658685175
5.742854283515494 ; 45.175893427913145
5.70771486462779 ; 45.175612246898574
5.719981529991028 ; 45.19414845368369
5.725589356809945 ; 45.167762837345485
5.705279892080174 ; 45.163743419082465
5.741605026181312 ; 45.19475993812171
5.718323878139897 ; 45.16216541881243
5.737653459510068 ; 45.160837753467064
5.725687742317961 ; 45.16311497697327
5.731904283466567 ; 45.167043225231275
5.735127586516562 ; 45.176802740262694
5.735120780249451 ; 45.19528599283925
5.738374715815024 ; 45.170746994410685
5.722416209274853 ; 45.162676923005066
5.733986341514124 ; 45.19176862470193
5.728780401525809 ; 45.16223772122413
5.7352106229926  ;  45.17031655346193
5.708008651250703 ; 45.165083111342625
5.725603061282124 ; 45.16744542001613
5.73306958879649 ; 45.167759005178375
5.7198809983625845 ; 45.189951574077995
5.741714565643502 ; 45.18970068957963
5.7162660258144555 ; 45.19593383924606
5.745145499841125 ; 45.17807788809841
5.7264391843394815 ; 45.192077857430604
5.724681466527711 ; 45.166500478675204
5.71828158257385 ; 45.16083227181824
5.737281162516444 ; 45.16897955874808
5.741570647586557 ; 45.175799548758306
5.72355272854023 ; 45.17357177852181
5.731839810542427 ; 45.16316797530624
5.742608724978595 ; 45.18818070016145
5.727866143700219 ; 45.16124537533431
5.726946412646159 ; 45.16529722953365
5.731200025083948 ; 45.162176431878336
5.728447005558936 ; 45.18376143118692
5.725670817866108 ; 45.17258469144122
5.716726222955309 ; 45.19558603066768
5.705888951977247 ; 45.161258719812665
5.742041525416764 ; 45.17215247970452
5.715815716001053 ; 45.18026287232499
5.73182108442876 ; 45.17142152944739
5.731057427535896 ; 45.18600885480702
5.72154686179589 ; 45.177765312899226
5.729701953798442 ; 45.18939676712559
5.742631230812952 ; 45.188547295102595
5.703625627395024 ; 45.18089354322175
5.726206956259761 ; 45.17022022189526
5.704210263398119 ; 45.1816650235094
5.731774042799087 ; 45.17428485574158
5.7407173168219074 ; 45.17370767104996
5.736059198453475 ; 45.17258658124949
5.712726499531447 ; 45.1875752746387
5.732510766434717 ; 45.152371088055936
5.742833822292476 ; 45.17650231039428
5.716256363482487 ; 45.195907816176394
5.730169419270999 ; 45.18200284526207
5.743204341676459 ; 45.175837326402664
5.725543839324696 ; 45.162162445580776
